log,tiempo,nivel,proveedor,event_id,tarea,mensaje,categoria,url_busqueda
Application,2026-07-25T00:36:47.2095837Z,2,Microsoft-Windows-CertificateServicesClient-CertEnroll,87,,"Error en la inscripcin de certificados de SCEP para Sistema local a travs de https://INTC-KeyId-e7083f22152a7492ec59b0c4243437648b15dbb7.microsoftaik.azure.net/templates/Aik/scep:

PkiStatus(11): SCEPDispositionPendingChallenge
EnrollStatus(32): EnrollUnknown
La operacin se complet correctamente. 0x0 (WIN32: 0)
SubmitDone
SubmitV2Attestation: Bad Request
{""Message"":""V2 Protocol AIK certificate requests with P-256 ECC public keys are not supported. Public key algorithm: 1.2.840.10045.2.1, Key length: 256.""}
HTTP/1.1 400 Bad Request
Date: Sat, 25 Jul 2026 00:36:47 GMT
Content-Length: 154
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 6d2ddafd-9757-443e-9140-9fccd11abd92

Mtodo: POST(4250ms)
Fase: SubmitDone
Solicitud incorrecta (400). 0x80190190 (-2145844848 HTTP_E_STATUS_BAD_REQUEST)",general,https://www.bing.com/search?q=Windows%20Event%20ID%2087%20Microsoft-Windows-CertificateServicesClient-CertEnroll
System,2026-07-25T00:35:53.9952155Z,2,Service Control Manager,7000,,"El servicio AntiSuspensionService no pudo iniciarse debido al siguiente error: 
El servicio no respondi a tiempo a la solicitud de inicio o de control.",general,https://www.bing.com/search?q=Windows%20Event%20ID%207000%20Service%20Control%20Manager
System,2026-07-25T00:35:53.9952155Z,2,Service Control Manager,7009,,Se agot el tiempo de espera (45000 ms) para la conexin con el servicio AntiSuspensionService.,general,https://www.bing.com/search?q=Windows%20Event%20ID%207009%20Service%20Control%20Manager
System,2026-07-23T15:28:18.1124362Z,2,Service Control Manager,7000,,"El servicio AntiSuspensionService no pudo iniciarse debido al siguiente error: 
El servicio no respondi a tiempo a la solicitud de inicio o de control.",general,https://www.bing.com/search?q=Windows%20Event%20ID%207000%20Service%20Control%20Manager
System,2026-07-23T15:28:18.1124362Z,2,Service Control Manager,7009,,Se agot el tiempo de espera (45000 ms) para la conexin con el servicio AntiSuspensionService.,general,https://www.bing.com/search?q=Windows%20Event%20ID%207009%20Service%20Control%20Manager
System,2026-07-22T10:33:24.2532418Z,2,Service Control Manager,7000,,"El servicio AntiSuspensionService no pudo iniciarse debido al siguiente error: 
El servicio no respondi a tiempo a la solicitud de inicio o de control.",general,https://www.bing.com/search?q=Windows%20Event%20ID%207000%20Service%20Control%20Manager
System,2026-07-22T10:33:24.2532418Z,2,Service Control Manager,7009,,Se agot el tiempo de espera (45000 ms) para la conexin con el servicio AntiSuspensionService.,general,https://www.bing.com/search?q=Windows%20Event%20ID%207009%20Service%20Control%20Manager
System,2026-07-21T05:10:48.4975515Z,2,Volsnap,36,,Se anularon las instantneas del volumen C: porque el almacenamiento de instantneas no pudo crecer debido a un lmite impuesto por el usuario.,general,https://www.bing.com/search?q=Windows%20Event%20ID%2036%20Volsnap
System,2026-07-21T04:48:03.4123640Z,2,Service Control Manager,7000,,"El servicio AntiSuspensionService no pudo iniciarse debido al siguiente error: 
El servicio no respondi a tiempo a la solicitud de inicio o de control.",general,https://www.bing.com/search?q=Windows%20Event%20ID%207000%20Service%20Control%20Manager
System,2026-07-21T04:48:03.3806445Z,2,Service Control Manager,7009,,Se agot el tiempo de espera (45000 ms) para la conexin con el servicio AntiSuspensionService.,general,https://www.bing.com/search?q=Windows%20Event%20ID%207009%20Service%20Control%20Manager
System,2026-07-21T04:47:29.2663535Z,2,Service Control Manager,7000,,"El servicio AntiSuspensionService no pudo iniciarse debido al siguiente error: 
El servicio no respondi a tiempo a la solicitud de inicio o de control.",general,https://www.bing.com/search?q=Windows%20Event%20ID%207000%20Service%20Control%20Manager
System,2026-07-21T04:47:29.2663535Z,2,Service Control Manager,7009,,Se agot el tiempo de espera (45000 ms) para la conexin con el servicio AntiSuspensionService.,general,https://www.bing.com/search?q=Windows%20Event%20ID%207009%20Service%20Control%20Manager
System,2026-07-21T04:45:37.6627561Z,2,Service Control Manager,7000,,"El servicio AntiSuspensionService no pudo iniciarse debido al siguiente error: 
El servicio no respondi a tiempo a la solicitud de inicio o de control.",general,https://www.bing.com/search?q=Windows%20Event%20ID%207000%20Service%20Control%20Manager
System,2026-07-21T04:45:37.6627561Z,2,Service Control Manager,7009,,Se agot el tiempo de espera (45000 ms) para la conexin con el servicio AntiSuspensionService.,general,https://www.bing.com/search?q=Windows%20Event%20ID%207009%20Service%20Control%20Manager
Application,2026-07-21T04:45:05.1356308Z,2,Application Error,1000,Eventos de bloqueo de aplicacin,"Nombre de aplicacin con errores: AsusWiFiSmartConnect.exe, versin: 1.0.4.0, marca de tiempo: 0x68e5d716
Nombre del mdulo con errores: AsusWiFiSmartConnect.exe, versin: 1.0.4.0, marca de tiempo: 0x68e5d716
Cdigo de excepcin: 0xc0000005
Desplazamiento con errores: 0x0000000000004b24
Id. de proceso con errores: 0x53F8
Tiempo de inicio de aplicacin con errores: 0x1DD18CB8D4F910B
Ruta de aplicacin con errores: C:\WINDOWS\System32\DriverStore\FileRepository\asussci2.inf_amd64_3642f6b2eb6cd5d1\ASUSOptimization\AsusWiFiSmartConnect.exe
Ruta de mdulo con errores: C:\WINDOWS\System32\DriverStore\FileRepository\asussci2.inf_amd64_3642f6b2eb6cd5d1\ASUSOptimization\AsusWiFiSmartConnect.exe
Id. de informe: f1688be4-24c7-4fc9-980d-e2c0ebaffeca
Nombre completo del paquete con errores: 
Id. de aplicacin relacionado con el paquete con errores:",general,https://www.bing.com/search?q=Windows%20Event%20ID%201000%20Application%20Error
System,2026-07-21T02:53:25.6929950Z,2,Service Control Manager,7000,,"El servicio AntiSuspensionService no pudo iniciarse debido al siguiente error: 
El servicio no respondi a tiempo a la solicitud de inicio o de control.",general,https://www.bing.com/search?q=Windows%20Event%20ID%207000%20Service%20Control%20Manager
System,2026-07-21T02:53:25.6909860Z,2,Service Control Manager,7009,,Se agot el tiempo de espera (45000 ms) para la conexin con el servicio AntiSuspensionService.,general,https://www.bing.com/search?q=Windows%20Event%20ID%207009%20Service%20Control%20Manager
System,2026-08-16T05:06:13.7000946Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-08-16T03:10:37.5135371Z,4,User32,1074,,"El proceso C:\WINDOWS\servicing\TrustedInstaller.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario NT AUTHORITY\SYSTEM por el siguiente motivo: Sistema operativo: actualizacin (planeada)
 Cdigo de motivo: 0x80020003
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-08-16T03:10:00.0689191Z,4,User32,1074,,"El proceso C:\WINDOWS\servicing\TrustedInstaller.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario NT AUTHORITY\SYSTEM por el siguiente motivo: Sistema operativo: actualizacin (planeada)
 Cdigo de motivo: 0x80020003
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-08-16T03:06:06.5454671Z,4,User32,1074,,"El proceso C:\WINDOWS\uus\AMD64\MoNotificationUx.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Sistema operativo: service pack (planeado)
 Cdigo de motivo: 0x80020010
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-08-05T16:56:33.8840533Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-08-05T16:35:04.0313151Z,4,User32,1074,,"El proceso C:\WINDOWS\servicing\TrustedInstaller.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario NT AUTHORITY\SYSTEM por el siguiente motivo: Sistema operativo: actualizacin (planeada)
 Cdigo de motivo: 0x80020003
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-08-05T16:34:27.3792231Z,4,User32,1074,,"El proceso C:\WINDOWS\servicing\TrustedInstaller.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario NT AUTHORITY\SYSTEM por el siguiente motivo: Sistema operativo: actualizacin (planeada)
 Cdigo de motivo: 0x80020003
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-08-05T16:27:54.7026983Z,4,User32,1074,,"El proceso C:\WINDOWS\uus\AMD64\MoNotificationUx.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Sistema operativo: service pack (planeado)
 Cdigo de motivo: 0x80020010
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-08-02T10:06:28.7917103Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-08-01T12:30:44.1829752Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-25T12:16:12.3151835Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-25T03:19:27.2782735Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-25T02:01:27.7439788Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-25T01:10:00.7286991Z,4,User32,1074,,"El proceso C:\WINDOWS\system32\winlogon.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: No se encontraron ttulos para este motivo
 Cdigo de motivo: 0x500ff
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-25T01:08:47.2954175Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-25T01:07:08.3348133Z,4,User32,1074,,"El proceso C:\WINDOWS\system32\winlogon.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario NT AUTHORITY\SYSTEM por el siguiente motivo: No se encontraron ttulos para este motivo
 Cdigo de motivo: 0x500ff
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-23T19:44:19.7131749Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-22T12:53:53.4086870Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-21T08:12:18.2024866Z,4,User32,1074,,"El proceso C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (LA_LAP_DE_FELIX) inici el Apagar del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Otros (no planeado)
 Cdigo de motivo: 0x0
 Tipo de apagado: Apagar
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-21T04:47:32.1243526Z,4,User32,1074,,"El proceso C:\WINDOWS\servicing\TrustedInstaller.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario NT AUTHORITY\SYSTEM por el siguiente motivo: Sistema operativo: actualizacin (planeada)
 Cdigo de motivo: 0x80020003
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-21T04:46:58.9108185Z,4,User32,1074,,"El proceso C:\WINDOWS\servicing\TrustedInstaller.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario NT AUTHORITY\SYSTEM por el siguiente motivo: Sistema operativo: actualizacin (planeada)
 Cdigo de motivo: 0x80020003
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
System,2026-07-21T04:44:35.7293826Z,4,User32,1074,,"El proceso C:\WINDOWS\uus\AMD64\MoNotificationUx.exe (LA_LAP_DE_FELIX) inici el Reinicio del equipo LA_LAP_DE_FELIX en nombre del usuario La_lap_de_felix\palom por el siguiente motivo: Sistema operativo: service pack (planeado)
 Cdigo de motivo: 0x80020010
 Tipo de apagado: Reinicio
 Comentario:",apagado_planeado,https://www.bing.com/search?q=Windows%20Event%20ID%201074%20User32
